id,degree,betweenesscentrality,weighted degree
9343cb87d25693ce,1,0.00,2
c67400183e855f6d,1,0.00,2
b8e92c70,1,0.00,2
1e8c553a239543e1,1,0.00,2
2999d7504ea23a13,1,0.00,2
94c292138bfcd3c6,1,0.00,2
92057ab41f0bc64f,1,0.00,2
032c19377294839b,1,0.00,2
f66cb0c4c6263d8a,1,0.00,2
279fde48,2,45256.00,2
1e46179e6332421a,1,0.00,2
ccfbf2864ea23a13,2,24790.09,2
57cd4006aaffed8f,1,0.00,2
048cda115096d134,2,53386.09,2
089d33148a4875bd,1,0.00,2
58537ccf,1,0.00,2
ae8ffc6a86030d43,1,0.00,2
c6563308ecb851b2,1,0.00,2
61c36f0b3bd9e8e7,1,0.00,2
cac8ae7f158e4944,1,0.00,2
abc7dced88fe1d5d,2,7325.00,2
57152c324ea23a13,1,0.00,2
554a3545d787e91b,1,0.00,2
db7971e1,1,0.00,2
361b0f0c8ce34352,1,0.00,2
43daed961ccc7835,1,0.00,2
dd43aa3b553f099b,1,0.00,2
dd64210cf0e794f8,1,0.00,2
eae146eb24f6b932,1,0.00,2
7c7c889c46d98882,1,0.00,2
451ea9e044801bc1,2,24790.09,2
55400a20744ae245,1,0.00,2
992874ea84ebbcd4,1,0.00,2
8dfa35e2d787e91b,1,0.00,2
834c21a03f3d3fa8,1,0.00,2
f8a48dda84ebbcd4,1,0.00,2
7cce79b7,1,0.00,2
3f87d74f05e70df4,1,0.00,2
1a2c220ecdf6ea96,1,0.00,2
8ffdf4f0,1,0.00,2
f0ec5cf0,1,0.00,2
26f36ae576dc4769,1,0.00,2
68e2b79c,2,1.00,2
f2ad7bb05096d134,1,0.00,2
348d734b8a4875bd,1,0.00,2
ac77b71a5db079b5,1,0.00,2
554949331f0bc64f,1,0.00,2
1e7b70b38a4875bd,1,0.00,2
e54c134481b42528,1,0.00,2
a0a31a9b2891f384,1,0.00,2
d0d0294e4ea23a13,1,0.00,2
c02a0161a5bce124,1,0.00,2
89d7f185f39b265e,1,0.00,2
5e09007c8bfcd3c6,2,3813896.21,2
2c5daa54d787e91b,2,11317.00,2
b6c1c385f39b265e,1,0.00,2
91fe67696d1d04b8,1,0.00,2
bf4bc2647b75d3a6,1,0.00,2
e4c1d73c1f0bc64f,1,0.00,2
c910c7bf81892725,1,0.00,2
431b3174edead9f4,1,0.00,2
14a29fbb88fe1d5d,2,1688.55,2
2ecab3023bd9e8e7,1,0.00,2
7ab152a55db079b5,1,0.00,2
bdc400e7d787e91b,1,0.00,2
89474363ad0177e7,1,0.00,2
b9b7dd46a5bce124,1,0.00,2
4792d71d,1,0.00,2
ffb8b2060989142d,1,0.00,2
490ef19c711ee120,2,24790.09,2
232edce7,2,1.00,2
435ad7db5db079b5,1,0.00,2
d71133a6c730b3c6,1,0.00,2
e54c13444ea23a13,2,53386.09,2
422709510153a639,1,0.00,2
c61016885db079b5,1,0.00,2
77cf05480989142d,1,0.00,2
ca91ff478a4875bd,1,0.00,2
f850d952c144e605,1,0.00,2
27c7e93276dc4769,2,12023.18,2
f36c2f6c32fa85fb,1,0.00,2
52eaacbed787e91b,1,0.00,2
ee45a3d2d787e91b,1,0.00,2
ddd2926eecb851b2,1,0.00,2
7659a8fe90f22c00,1,0.00,2
e14d9cc9f26c4c0e,1,0.00,2
02d83d7c4d392e74,1,0.00,2
599dd6252203a096,1,0.00,2
b1401f1ad787e91b,1,0.00,2
a2163e174ea23a13,1,0.00,2
d6368446c136b9bf,1,0.00,2
45c47558c144e605,2,24790.09,2
6b9769f2cd5b1559,1,0.00,2
948c46781aa0e912,1,0.00,2
c1e5b2491aa0e912,2,41122.38,2
34ed5147a0f5f879,2,53386.09,2
565a73aaa0f5f879,1,0.00,2
07a18a0184ebbcd4,1,0.00,2
68d970a26332421a,1,0.00,2
2ab94ff1c6263d8a,1,0.00,2
d97d7a6dcab7ad1c,1,0.00,2
a05b96cc7dc3b26e,2,53386.09,2
aadcf05518087afc,1,0.00,2
224d24e9ecb851b2,1,0.00,2
cd44aec97594f139,1,0.00,2
6b40df6c1aa0e912,1,0.00,2
8a014cbb8b1aa260,1,0.00,2
654b0422047b3d4d,1,0.00,2
58a91be1be74e6fe,2,10570.78,2
cdf180a7711ee120,1,0.00,2
2738abdfc144e605,1,0.00,2
16688cb536d749e5,1,0.00,2
a6477f1936d749e5,1,0.00,2
37b3fd2cd787e91b,1,0.00,2
61d9591f,2,1.00,2
4cd357a77dc3b26e,1,0.00,2
6c2e05ac6f1a5911,1,0.00,2
672dadfdaaffed8f,1,0.00,2
78ef3f3d9c7b6730,1,0.00,2
5ebf595393347b0a,1,0.00,2
e54c13447abbbd5c,1,0.00,2
74386fa41f883dc7,1,0.00,2
05b7337d1f0bc64f,1,0.00,2
8912890d,1,0.00,2
f630469e1f0bc64f,1,0.00,2
26b5d353,1,0.00,2
4b298c4c88fbaa46,1,0.00,2
fd2f2c3bbe6db1d7,1,0.00,2
5bba53ea36d749e5,1,0.00,2
8db344daa0f5f879,1,0.00,2
dd4cd2f2,1,0.00,2
861fda914962150e,1,0.00,2
dd091201f07e20f8,1,0.00,2
6b9769f218d8fb90,1,0.00,2
9f3839e4ecb851b2,1,0.00,2
4aba0c4436d749e5,2,53386.09,2
05a5fa47,1,0.00,2
4bbe8017aad45b01,1,0.00,2
891e0aa60989142d,1,0.00,2
3d0a2136d787e91b,1,0.00,2
ff715121be87996b,1,0.00,2
f027a519ff065cf0,1,0.00,2
a2d5afa24ea23a13,1,0.00,2
6b36ec450bc44f2a,1,0.00,2
782d72be684581ce,1,0.00,2
70297ebfecb851b2,1,0.00,2
a0bc64d136d749e5,1,0.00,2
a87c01b2,1,0.00,2
5451130a5096d134,1,0.00,2
fece709bf39b265e,1,0.00,2
09f6d3edd787e91b,2,24790.09,2
06c9f03bd787e91b,1,0.00,2
fbc6a22cd7fe30a4,2,3080.00,2
b83fa2a18a4875bd,2,24790.09,2
0cfea67a711ee120,1,0.00,2
899554df84ebbcd4,1,0.00,2
84838ed4051263ee,1,0.00,2
4aedb706c4cff2ea,1,0.00,2
abff355336d749e5,2,53386.09,2
fec8b63d1f0bc64f,1,0.00,2
39ef669c779d90c2,1,0.00,2
46fc530661761ee1,1,0.00,2
30d5a6f1518f4a32,1,0.00,2
819852d5158e4944,1,0.00,2
f2297d889efa421a,1,0.00,2
0c11aa69553f099b,1,0.00,2
ea2b12204ea23a13,2,24790.09,2
3bb2b5660153a639,1,0.00,2
f626558a1f0bc64f,1,0.00,2
e2c61a6d4ea23a13,1,0.00,2
3ba34a1fa5bce124,1,0.00,2
194e090c4ea23a13,1,0.00,2
e20f2e418a4875bd,1,0.00,2
7b026ee6,1,0.00,2
844320a8575d0d2a,2,24790.09,2
00da157f93a90f85,1,0.00,2
95b2935e81b42528,1,0.00,2
8ed3c8d81f0bc64f,2,24790.09,2
af5302bfd5db24c3,1,0.00,2
2827602b0989142d,1,0.00,2
975cdb241f0bc64f,1,0.00,2
10aeb2d1f39b265e,2,24790.09,2
0b61bc5efce66524,2,1322352.10,2
d0d0294ef07e20f8,1,0.00,2
c855f59d6332421a,2,24790.09,2
a2291a3184ebbcd4,1,0.00,2
24487b45,2,1.00,2
93aed3c6,1,0.00,2
7eb4944ecab7ad1c,1,0.00,2
027719307fdd04d2,1,0.00,2
95039f085d216618,1,0.00,2
456bfd7ed787e91b,1,0.00,2
dc9bfed6c6263d8a,1,0.00,2
fb2754716ce25010,1,0.00,2
10dcdfb14f6a828b,1,0.00,2
3f64535dfcbb592f,1,0.00,2
18ccfc49,1,0.00,2
ddea3334,2,1.00,2
2950e9ea0eb711ec,1,0.00,2
7b225ab0aaffed8f,1,0.00,2
eab6a2924ea23a13,1,0.00,2
63405f02d787e91b,1,0.00,2
d3cb6bcd36d749e5,1,0.00,2
78a242b036d749e5,1,0.00,2
c72c7b121f0bc64f,1,0.00,2
53dcc7ecf07e20f8,2,53386.09,2
b563ddea1aa0e912,1,0.00,2
61a207b1260bcecc,1,0.00,2
cfe97305711ee120,1,0.00,2
f0849dd0d787e91b,2,53386.09,2
7f42ba4e1ccc7835,1,0.00,2
a58d1f5399e427c9,1,0.00,2
399001a5,2,1.00,2
7fa2bbf384ebbcd4,2,41122.38,2
4312bbeb711ee120,1,0.00,2
e1acd9cea5bce124,1,0.00,2
d0c39f0a,1,0.00,2
e99c4df5edead9f4,1,0.00,2
fec9a8a7ff065cf0,2,53386.09,2
ce92cc1f81b42528,1,0.00,2
23adf7e4f07e20f8,1,0.00,2
cc5fa5a6fe18eef5,1,0.00,2
0bef91ab4d392e74,1,0.00,2
d3bb67547abbbd5c,1,0.00,2
737ef32c32fa85fb,1,0.00,2
44533c0e36d749e5,2,53386.09,2
297b2ad3711ee120,1,0.00,2
b7b54db981b42528,1,0.00,2
f6b50db4f4fffcd0,1,0.00,2
9c176a8fc6263d8a,1,0.00,2
1dc1fdf836d749e5,1,0.00,2
79c32b925db079b5,1,0.00,2
f886c74e779d90c2,1,0.00,2
e37b01302c948de5,1,0.00,2
1e492f528a4875bd,1,0.00,2
23d00064f39b265e,1,0.00,2
49ff541b8a4875bd,1,0.00,2
21519d9f1f0bc64f,2,10570.78,2
eaae91e5b4b19c97,1,0.00,2
57cd4006a0f5f879,1,0.00,2
3866f46676dc4769,1,0.00,2
4fe176e9ecb851b2,1,0.00,2
3160e35cecb851b2,1,0.00,2
acdcdd2668b6db2c,2,12023.18,2
bb1b51f7,1,0.00,2
7b393e80cd63b0bb,1,0.00,2
7a9ba963c6263d8a,1,0.00,2
12682c00158e4944,1,0.00,2
4d7ec794ce762689,1,0.00,2
cd3c5e5884ebbcd4,1,0.00,2
49698ed30eb711ec,1,0.00,2
b93a64a2a0f5f879,1,0.00,2
772815a5711ee120,1,0.00,2
8d3b284d6332421a,2,53386.09,2
8be34e02a0f5f879,2,24790.09,2
111060ff8a4875bd,1,0.00,2
c812d80dc144e605,1,0.00,2
e5a56510aad45b01,1,0.00,2
c65caa1aa0f5f879,1,0.00,2
e6778047711ee120,2,41122.38,2
6be497c5fcc05fef,1,0.00,2
3150c07d,1,0.00,2
37fb9d4ad787e91b,1,0.00,2
ddd2926e44956a24,1,0.00,2
cf01be9c,1,0.00,2
f4fd0373be87996b,1,0.00,2
30a59867,1,0.00,2
fd75c38d4ea23a13,2,24790.09,2
dc6c85a91ccc7835,2,24790.09,2
9a22b9dfd787e91b,1,0.00,2
c6a2824934d5fa08,1,0.00,2
64475d45e9b8d8d7,1,0.00,2
defa04d7620311f4,1,0.00,2
ce14e09a6332421a,1,0.00,2
d4f5c9494ceb2e0b,1,0.00,2
70711c25329add22,1,0.00,2
077de3833bd9e8e7,1,0.00,2
cdf180a71ccc7835,1,0.00,2
323dabb87fdd04d2,1,0.00,2
0289f441a0f5f879,1,0.00,2
d2b32c847c997db0,2,53386.09,2
cefc65fa3bd9e8e7,1,0.00,2
3e7ad4825096d134,1,0.00,2
52b900080989142d,1,0.00,2
d47b862d,2,1.00,2
75bb1b58ecb851b2,2,24790.09,2
aab60eb4d17a0181,1,0.00,2
a00a57a8,1,0.00,2
72703e6b3bd9e8e7,1,0.00,2
8a9431d636d749e5,1,0.00,2
6b9769f21ccc7835,1,0.00,2
e7ab261c1f0bc64f,2,2.00,2
d7000b831f0bc64f,1,0.00,2
387e0bb3,2,1.00,2
fca120b6a8d2c4cf,1,0.00,2
31d848211f0bc64f,1,0.00,2
6b9769f2ff065cf0,1,0.00,2
56870864c70e9995,1,0.00,2
7ab78b383de05cb4,1,0.00,2
8be34e024ea23a13,1,0.00,2
aea7411c2203a096,1,0.00,2
250d2896a5bce124,1,0.00,2
efdd21200eb711ec,1,0.00,2
6ad1e9aff37ed101,1,0.00,2
e027614c4ea23a13,1,0.00,2
52aa6971711ee120,2,24790.09,2
365cf5b06332421a,1,0.00,2
ddd2926ee24c8b65,2,41122.38,2
a93bf9bc1aa0e912,1,0.00,2
de361b1a8a4875bd,1,0.00,2
90dc724decb851b2,1,0.00,2
bc406d8f7294839b,2,53386.09,2
f7b1ef1e84ebbcd4,1,0.00,2
c4ff30af82f41bba,1,0.00,2
fbc081a784ebbcd4,1,0.00,2
d456aaaa711ee120,1,0.00,2
3e4ce3903bd9e8e7,2,24790.09,2
0765ca8a3bd9e8e7,1,0.00,2
b68b17e424f6b932,1,0.00,2
50a4961884ebbcd4,1,0.00,2
04d96f26a5bce124,1,0.00,2
c284696ccc63cb07,1,0.00,2
fd9dd9af4f3e064a,1,0.00,2
7036e9cd1f0bc64f,1,0.00,2
328b3a6c4ea23a13,1,0.00,2
f0c4cd9d6569eeb3,1,0.00,2
8832df25,1,0.00,2
58b8c5c12891f384,1,0.00,2
9636c101a5bce124,1,0.00,2
d6c2dcab1aa0e912,1,0.00,2
b6d28c1e0989142d,1,0.00,2
59524f89f60c2fd3,1,0.00,2
840e20ad5096d134,1,0.00,2
8166ad53d787e91b,1,0.00,2
0913573c1f0bc64f,1,0.00,2
da32aa49d4897fef,1,0.00,2
16e87feec6263d8a,1,0.00,2
9b1fe2782203a096,2,24790.09,2
4638fc37a0f5f879,1,0.00,2
579fc385c4cff2ea,1,0.00,2
64902b86cbb77256,1,0.00,2
f2c22e311f0bc64f,2,53386.09,2
a6df415dcbb77256,1,0.00,2
7964c8ad2203a096,2,24790.09,2
b9c2a69c,2,1.00,2
5045b0c5,1,0.00,2
f9fd1e3fe9b8d8d7,1,0.00,2
cca86f235096d134,2,48559.37,2
8899c75c5096d134,1,0.00,2
81c7491b4fa8d553,1,0.00,2
ceffea692203a096,2,24790.09,2
4be1bff981b42528,1,0.00,2
225af2a83d64834e,1,0.00,2
8fa760f3,1,0.00,2
ca5ee54b8a4875bd,1,0.00,2
64fbac8a7abbbd5c,1,0.00,2
b5237e951f0bc64f,1,0.00,2
81e4946e36a30aeb,1,0.00,2
4aa616a74ea23a13,2,24790.09,2
47ac3c34d787e91b,1,0.00,2
8ac5134d597f7364,2,1630.51,2
6620543df39b265e,1,0.00,2
ceffea695db079b5,1,0.00,2
54f4cdc135e87701,1,0.00,2
ac77b71ae9b8d8d7,2,24790.09,2
86e8f3e684ebbcd4,1,0.00,2
3f3536423bd9e8e7,1,0.00,2
a19bcb1e62fcae51,2,10570.78,2
7f7335c8,1,0.00,2
3465fba3,2,1.00,2
59c7ae73a5bce124,1,0.00,2
dfab67e5ecb851b2,1,0.00,2
780599c81aa0e912,1,0.00,2
f727a257d787e91b,1,0.00,2
a0d34078be6db1d7,1,0.00,2
964adeb1779d90c2,1,0.00,2
d2f70df436d749e5,1,0.00,2
ddf5c6f2711ee120,1,0.00,2
322f41fd1ccc7835,1,0.00,2
71ad77e1d787e91b,1,0.00,2
6b9769f2d5db24c3,1,0.00,2
2c63254dd787e91b,1,0.00,2
a5c9fd43d787e91b,1,0.00,2
50e6830099e138b7,1,0.00,2
61ffe5297fdd04d2,2,53386.09,2
fef8f134d8cfb063,1,0.00,2
1e334bd3,2,1.00,2
466fb40a8a4875bd,1,0.00,2
f6dee1efa0f5f879,2,53386.09,2
050a94dc2203a096,1,0.00,2
ffd63159c6263d8a,1,0.00,2
c7d2638ba5bce124,2,24790.09,2
4aa318ab04f5b394,1,0.00,2
c9c05240,1,0.00,2
64f7cb5dcd63b0bb,1,0.00,2
ba65fb1cc6263d8a,1,0.00,2
cc48489488fe1d5d,1,0.00,2
faf6237d76dc4769,1,0.00,2
4d54c9c0d787e91b,1,0.00,2
4c83f8b7c6263d8a,1,0.00,2
377edaa4,1,0.00,2
831171648a4875bd,1,0.00,2
565a73aa6332421a,1,0.00,2
91bf09d11f0bc64f,2,53386.09,2
d55aa41c5096d134,1,0.00,2
c4bd7e5af07e20f8,2,53386.09,2
658dc3a4c436ccde,1,0.00,2
ff7f652df87e93a5,1,0.00,2
3738b922d787e91b,1,0.00,2
68ad0f579db53c3c,2,24790.09,2
9d36b42281b42528,2,53386.09,2
09cbabc01f0bc64f,1,0.00,2
ac77b71aecb851b2,1,0.00,2
776b80f05096d134,1,0.00,2
384b971fe710234d,1,0.00,2
8e6260e5d056b4bf,1,0.00,2
57957ec1a0f5f879,2,24790.09,2
028bccb49efa421a,1,0.00,2
96462a5924f6b932,1,0.00,2
305024b2836d2439,1,0.00,2
24e804457c4bb339,1,0.00,2
ba0014f3d6e0e6ff,1,0.00,2
3539a3c2c6263d8a,1,0.00,2
e2b5a6295901521d,1,0.00,2
17b4dc7ad787e91b,1,0.00,2
86038b4c8b1aa260,1,0.00,2
75bb1b58a5bce124,1,0.00,2
3e87c010,1,0.00,2
f6cf6b7288fe1d5d,2,17901.30,2
139b8d4030b056c0,1,0.00,2
1f7aaa24711ee120,1,0.00,2
84406d08f3776ac6,1,0.00,2
3a748387cdfde03b,1,0.00,2
c5bf01b799e427c9,1,0.00,2
ae88b1b74ea23a13,2,53386.09,2
44bd4595b231dc08,1,0.00,2
cbf01c8804f5b394,1,0.00,2
e8a2f7d9d787e91b,1,0.00,2
3c7612e1f37ed101,1,0.00,2
34ed51471f0bc64f,1,0.00,2
4dcb13ae6569eeb3,1,0.00,2
50629e1c,1,0.00,2
b8d18f5bfbec56bc,1,0.00,2
79de3e5823885c9e,1,0.00,2
d0a2ff3bd787e91b,1,0.00,2
6a729e91f39b265e,1,0.00,2
2a7550345096d134,1,0.00,2
69f6dedd1f0bc64f,1,0.00,2
14cc9cbc93347b0a,1,0.00,2
6c039e41711ee120,1,0.00,2
b7125b4b0eb711ec,1,0.00,2
f7f847fe84ebbcd4,1,0.00,2
5cdb0eafff065cf0,1,0.00,2
bca8f26d1f0bc64f,1,0.00,2
c596e44cd787e91b,1,0.00,2
2bec12f46e1e2240,1,0.00,2
6ee67f7ccd63b0bb,1,0.00,2
06a3d2ce191e9c26,1,0.00,2
90882dfcd25693ce,1,0.00,2
c7501b0d,1,0.00,2
7212918d,2,1.00,2
da1377e3a0f5f879,1,0.00,2
2fc4179bc6263d8a,1,0.00,2
7648f5a1d787e91b,1,0.00,2
b7d029cd27466962,1,0.00,2
bca8f26d6332421a,1,0.00,2
6b9769f2d25693ce,1,0.00,2
1cc1c16d76dc4769,1,0.00,2
cf8895ad4ea23a13,1,0.00,2
e236a79b4ea23a13,1,0.00,2
bca8f26d9dcb1cd1,2,24790.09,2
ee4fd6d6,1,0.00,2
8e3f9184fce66524,1,0.00,2
bf329fe68a4875bd,2,17901.30,2
ce16488d8fa50375,1,0.00,2
e0005a86ecb851b2,2,41122.38,2
159ae198897aafd7,2,53386.09,2
6ca7b0501fa06e1b,1,0.00,2
85fd459c1ccc7835,1,0.00,2
bca8f26d8b1aa260,2,53386.09,2
678203801c6a881d,1,0.00,2
e8d44657d25693ce,1,0.00,2
e065f46d49ea3580,1,0.00,2
abff73abcc1e3ed4,1,0.00,2
e8d3ea640bc44f2a,1,0.00,2
6b12d96eaad45b01,1,0.00,2
788bc5121df52df3,1,0.00,2
aa33f00d5db079b5,1,0.00,2
e6224ac23de05cb4,1,0.00,2
8f2a29a2ecb851b2,2,24790.09,2
dcf8a107d6b5c09e,1,0.00,2
7ff1cc8ac6263d8a,1,0.00,2
85fd459cecb851b2,1,0.00,2
619612688a4875bd,1,0.00,2
e080bff7,1,0.00,2
a5e50b12,1,0.00,2
96c7523f8a4875bd,1,0.00,2
320fc76bad0177e7,1,0.00,2
9cb00b652203a096,1,0.00,2
db9e9396,1,0.00,2
fd1a62eacb349e4e,1,0.00,2
b35e4b29,1,0.00,2
0cd3dd7c36d749e5,1,0.00,2
7c0f58448a4875bd,1,0.00,2
6b9769f2e4a6a646,1,0.00,2
af2dda54158e4944,1,0.00,2
0ac4c73dfbec56bc,1,0.00,2
c349325a49ea3580,1,0.00,2
7bbcb8b47bff9db0,1,0.00,2
7a89f7f22ea4f8ba,1,0.00,2
63575359779d90c2,1,0.00,2
32c2ed0f2203a096,1,0.00,2
82a1235e8a4875bd,2,179997.95,2
75bb1b580eb711ec,2,24790.09,2
dd4db3816e1e2240,1,0.00,2
2ea6189ebc8913e3,1,0.00,2
ae671758,1,0.00,2
ee1eb83e8a4875bd,1,0.00,2
592f43aa84ebbcd4,1,0.00,2
e818613b711ee120,1,0.00,2
2afa862f,1,0.00,2
6800622aecb851b2,1,0.00,2
4db482703bd9e8e7,2,53386.09,2
d8308e720989142d,1,0.00,2
1ca9a3d47fdd04d2,1,0.00,2
eb98ccdc8a4875bd,1,0.00,2
bb09d70836d749e5,1,0.00,2
ce1183aff4fffcd0,1,0.00,2
3163d156711ee120,2,53386.09,2
cceab00481b42528,1,0.00,2
6b9769f2ecb851b2,2,24790.09,2
f24c17b4158e4944,1,0.00,2
2e946ba1b4e612c1,1,0.00,2
3faebe238571106b,1,0.00,2
31774496a5a2318d,1,0.00,2
4800373decb851b2,1,0.00,2
4d6923481f0bc64f,1,0.00,2
0489ce3f0eb711ec,1,0.00,2
f1d6fb6c8a4875bd,1,0.00,2
b9ce67a184ebbcd4,1,0.00,2
5188feae,1,0.00,2
581c433ac6263d8a,1,0.00,2
7d9c6ab449ea3580,1,0.00,2
a66004495096d134,1,0.00,2
8a014cbb4ea23a13,2,24790.09,2
8f75bd483bd9e8e7,1,0.00,2
988a922a3de05cb4,2,53386.09,2
7c85f594779d90c2,2,563400.00,2
4bbdf6d46ac9eb05,1,0.00,2
8d240d316afc734f,1,0.00,2
7ab152a52203a096,1,0.00,2
0fd2fab68966189c,1,0.00,2
12c8c492be87996b,1,0.00,2
87a65494ecb851b2,1,0.00,2
126af9b90153a639,1,0.00,2
8b3728f864a7b95b,1,0.00,2
a7431f6c,1,0.00,2
d42be1a7ef726eae,1,0.00,2
97cea4967dc3b26e,1,0.00,2
96e2f9cdcd63b0bb,1,0.00,2
e9c607f7,1,0.00,2
16519bbb,1,0.00,2
44c29ec8d787e91b,2,24790.09,2
a2479a463bd9e8e7,1,0.00,2
31f49cb405e70df4,1,0.00,2
e49e618b8a4875bd,1,0.00,2
f60910738d96a23d,1,0.00,2
89f873d33f67c4c4,1,0.00,2
9f2a0f6e1ccc7835,2,53386.09,2
b0070d9a57b3c6c3,1,0.00,2
050d17865096d134,1,0.00,2
a7a2fceb6332421a,1,0.00,2
e4ec7f83711ee120,1,0.00,2
8a6c441fd3b3178d,1,0.00,2
df612788a0f5f879,1,0.00,2
96fcfd50,1,0.00,2
1cf43d00c6263d8a,1,0.00,2
6ac59207711ee120,2,41122.38,2
647f6bba90df9d44,2,53386.09,2
85865d7ca0f5f879,1,0.00,2
16ba9fbe84ebbcd4,1,0.00,2
77b190563de05cb4,1,0.00,2
448f1ddef07e20f8,1,0.00,2
75e46cfcc6263d8a,1,0.00,2
f260aeb396629d1d,1,0.00,2
f1c0407dd25693ce,2,11317.00,2
96809ac8711ee120,1,0.00,2
370ccb5e,1,0.00,2
3dcf9aac27f0942f,1,0.00,2
c61a9367779d90c2,1,0.00,2
9f72444084ebbcd4,1,0.00,2
c96216026569eeb3,1,0.00,2
5af50e16,1,0.00,2
fde01da88a4875bd,1,0.00,2
aeb93a595db079b5,1,0.00,2
b15946b6aaffed8f,1,0.00,2
1aa299288a4875bd,1,0.00,2
cafaabfafce66524,1,0.00,2
ddd2926e8b1aa260,2,53386.09,2
3d5a2e18,1,0.00,2
ad0e53f5,1,0.00,2
fbac301e,2,1.00,2
472dda038a4875bd,1,0.00,2
e96f9574d787e91b,1,0.00,2
fe8ad6091aa0e912,2,53386.09,2
bd576c345096d134,1,0.00,2
ff67ad41,1,0.00,2
5f329dd34ea23a13,1,0.00,2
75bb1b58c144e605,1,0.00,2
9aaa6f78d787e91b,1,0.00,2
c7085420d787e91b,1,0.00,2
de0296b8711ee120,1,0.00,2
7aa0778a,1,0.00,2
6920bed2,1,0.00,2
c5877790779d90c2,1,0.00,2
ebb23e278a4875bd,1,0.00,2
ae1c0eb3518f4a32,1,0.00,2
2579ec9ccb3368d2,1,0.00,2
431b3174c144e605,1,0.00,2
7d8388731f0bc64f,1,0.00,2
4ce5266f4ea23a13,1,0.00,2
8e65e71e4ea23a13,1,0.00,2
59ac940d18d8fb90,1,0.00,2
95f7b00fbfa15b14,1,0.00,2
601d4db3,1,0.00,2
2ac644351df52df3,1,0.00,2
e9b95e6d8a4875bd,1,0.00,2
f05cb5bd711ee120,1,0.00,2
816bd0cb1ccc7835,1,0.00,2
e334d14daad45b01,1,0.00,2
8581e29e293291c1,1,0.00,2
b4a5bca8be87996b,1,0.00,2
45a5a96eeb7fc71c,1,0.00,2
999320231f0bc64f,1,0.00,2
dcfb273ef3776ac6,2,53386.09,2
d0623241,1,0.00,2
45f1b0fd7c997db0,2,53386.09,2
7c5b7715,2,1.00,2
e3b2f3be,2,4.00,2
30a31b3bff065cf0,1,0.00,2
b46fcf7ff3049821,1,0.00,2
51c40a828a4875bd,1,0.00,2
0489ce3fff065cf0,1,0.00,2
da4c577e3bd9e8e7,1,0.00,2
5ce76bc136d749e5,1,0.00,2
2aec447105e70df4,1,0.00,2
1f9975d8fa952a77,1,0.00,2
185de8c014c754ae,2,53386.09,2
9ce662676332421a,1,0.00,2
6b9769f25db079b5,1,0.00,2
ce751dc6,1,0.00,2
63dc5af3fa374547,1,0.00,2
46612ec885d08506,1,0.00,2
52aa69718f6f861f,1,0.00,2
767a0e04d787e91b,1,0.00,2
2710f4df1f0bc64f,1,0.00,2
8a014cbbff065cf0,1,0.00,2
77ded5f2d787e91b,1,0.00,2
488a9a3e4ceb2e0b,1,0.00,2
a95743763e7932d7,2,17901.30,2
551583f3d787e91b,1,0.00,2
5caae9989c7b6730,1,0.00,2
18099d3f7abbbd5c,1,0.00,2
bf2f75678a4875bd,1,0.00,2
a8a81f0e,2,2.00,2
670dd5f27abbbd5c,1,0.00,2
3dad8b876332421a,2,24790.09,2
420620f9bf160cf9,1,0.00,2
e42e8270ecb851b2,1,0.00,2
cd22abc6,1,0.00,2
6241eb018a4875bd,1,0.00,2
6309f06576dc4769,1,0.00,2
54d5ce20d4897fef,1,0.00,2
5bdf37d46332421a,1,0.00,2
e7910989836d2439,1,0.00,2
fd0fa362,1,0.00,2
e0c445c9,1,0.00,2
a6df415daaffed8f,1,0.00,2
62cd627e1f0bc64f,1,0.00,2
511f22fc711ee120,1,0.00,2
ae0511ad836d2439,1,0.00,2
f74a7037,2,1.00,2
b2a0f2da76dc4769,1,0.00,2
3bee3a0678d9bd10,1,0.00,2
6f2652d63bd9e8e7,2,24790.09,2
ac826d75a0f5f879,1,0.00,2
ddd2926e1ccc7835,1,0.00,2
c21596951aa0e912,1,0.00,2
aa42be818a4875bd,1,0.00,2
651b97adecb851b2,1,0.00,2
cde0e40c1f0bc64f,1,0.00,2
469de925,1,0.00,2
49dac2890eb711ec,1,0.00,2
1c6bc020f07e20f8,1,0.00,2
9d5121588a4875bd,1,0.00,2
d6fd405a,2,1.00,2
067be8a0649e7a14,1,0.00,2
00c438dce9b8d8d7,1,0.00,2
0a967bd78571106b,1,0.00,2
79ef8d535db079b5,1,0.00,2
4b0828bdd787e91b,1,0.00,2
7feb1fcbc6263d8a,2,24790.09,2
ed27782e375c3d47,1,0.00,2
e60ed3c7d17a0181,1,0.00,2
ecf13276,2,1.00,2
8f148e7b,1,0.00,2
ae1c0eb32203a096,1,0.00,2
e30e04dffce66524,1,0.00,2
76b046a18a4875bd,1,0.00,2
a78e39afd787e91b,1,0.00,2
f966724da0f5f879,1,0.00,2
031613fa,1,0.00,2
296fc7da1f0bc64f,2,53386.09,2
66a69f1c,1,0.00,2
12c3d700a0f5f879,1,0.00,2
06706b00ecb851b2,1,0.00,2
a4ef2da73769962c,1,0.00,2
85c57bba5096d134,1,0.00,2
e58e2d12a0f5f879,1,0.00,2
68d2e0de,1,0.00,2
d078f41bef726eae,1,0.00,2
9a92e335f39b265e,1,0.00,2
ff5d864084ebbcd4,1,0.00,2
