Source,Target
e27b6da2,93ab6716
98c4b07a7dc3b26e,98572c79
ac77b71a3bd9e8e7,f3845767
bc8ec86beee53df3,6b560cc1
1cf297165096d134,f3845767
dea447295db079b5,f3845767
d9bfd392fbec56bc,98572c79
dcafa7e23bd9e8e7,f3845767
6b9769f28a4875bd,f3845767
1df980d28f4fd1f0,f3845767
7c372f573bc980aa,98572c79
1f48629dc6263d8a,f3845767
fcdaa1201aa0e912,98572c79
4a5525dc383d6db1,6b560cc1
44cc6a62,742a17ab
ba03440f,c4e18dd6
ed54a7478d19d3d4,f3845767
b1c89e164ea23a13,f3845767
85e11e5b,1e0acfb4
1cf29716711ee120,f3845767
9948bf0136d749e5,27e3c518
6d4dccd060b67d60,8ab8ad36
ed54a747a0f5f879,f3845767
b52831a7a5a2318d,a8546a2d
9986533b779d90c2,7e091613
defbc408f87e93a5,f3845767
f9efa0f05096d134,f3845767
be44ee29711ee120,f3845767
228dc42e8571106b,7e091613
11c7b491be74e6fe,f3845767
13780a08c144e605,f3845767
37b3c1916332421a,f3845767
948d4e7e7abbbd5c,7e091613
bebb67b9d787e91b,f3845767
a7afca9536d749e5,f3845767
507709e8be8a956b,08ba7db9
8628c80f,c4e18dd6
78ca69f01ccc7835,98572c79
bdaf6c8a,c4e18dd6
80ac5373d787e91b,f3845767
48d8b1858a4875bd,f3845767
d5fe4f5624f6b932,c7ca3108
726b9bc68ba13a25,c7ca3108
37b3fd2c3bd9e8e7,f3845767
03ed7d8c1f0bc64f,7687a86e
76ed71b3c6263d8a,f3845767
f79667466332421a,f3845767
e4b5a5b91f0bc64f,38714c95
8f2a29a24ea23a13,98572c79
b0ab2cc7293291c1,7687a86e
ceffea693bd9e8e7,f3845767
299f5f25,ca3a050d
f3fff704d787e91b,f3845767
7725280cd787e91b,f3845767
610e092423885c9e,f3845767
a913424da0f5f879,f3845767
897da2a07ac6007f,f3845767
123231c5,d9e5838f
a99e096444956a24,98572c79
a7d26b9c,c4e18dd6
488a9a3ee24c8b65,f3845767
2dbc449ba99bdcb1,5c9ae867
f966724d5db079b5,f3845767
bba0dd2ba0f5f879,f3845767
bb2a9e984ceb2e0b,f3845767
e35126108b1aa260,f3845767
cbf01c88711ee120,9b421927
585dabf152474017,7687a86e
ff1c4f795db079b5,98572c79
01ddbf161f0bc64f,f3845767
daf4dbb5779d90c2,7e091613
8827b0ec36d749e5,7687a86e
a6be5b00e9b8d8d7,7e091613
6b9769f281b42528,98572c79
74d33067c4cff2ea,98572c79
63a7aa5ec6263d8a,510bd839
de33478e542422a7,c4e18dd6
259d7bd7,c4e18dd6
c654b562a5bce124,c4e18dd6
7fb885a04ea23a13,c4e18dd6
16eb15651aa0e912,98572c79
7a0eca261f0bc64f,98572c79
ceffea697fdd04d2,f3845767
ed586c4cd787e91b,f3845767
ff1c4f79711ee120,f3845767
6923f2128a4875bd,16a36ef3
8427ab65c4cff2ea,f3845767
a699e4471ccc7835,58a89a43
01f2430b,c4e18dd6
481001c9ae9343b5,28f93029
fa1ca2d2d25693ce,f3845767
9caa6d478a4875bd,98572c79
20971541d787e91b,f3845767
62768210260bcecc,e16ceb4b
d2ee724ca0f5f879,f3845767
4d16ab26,6bdbd889
fc99c5dbbe6db1d7,7687a86e
51cc26b0d787e91b,98572c79
ef7599d39e3836ff,f2ded9e4
529f9152d4897fef,c4e18dd6
d87d969ea5bce124,7e091613
80d2485ac4cff2ea,f3845767
2440b4211f0bc64f,f3845767
a81d8e4600b1f3a7,c4e18dd6
2c2b12434ea23a13,98572c79
ddd5f2ced787e91b,f3845767
54c664bfd787e91b,c7ca3108
5d6c55a381b42528,98572c79
aa42be81779d90c2,f3845767
bb50ff1b8a4875bd,71ed77a0
4368a10c4ea23a13,f3845767
def153048a4875bd,f3845767
c61a9367553f099b,f3845767
dcafa7e23bd9e8e7,f3845767
d6ea70a549ea3580,f3845767
c31aabb04ea23a13,f3845767
3576a801779d90c2,e16ceb4b
eeb4c780e9b8d8d7,7687a86e
023cdcf08a4875bd,f3845767
0934d2f97abbbd5c,f3845767
73e3c356c4cff2ea,7e091613
841243984ea23a13,98572c79
cc681493,61cb076b
9bec6c28d787e91b,7e091613
e54c1344ab4085d5,98572c79
2522a11bb231dc08,7687a86e
9c83a95d711ee120,f3845767
15e6424d,c4e18dd6
fa53c189,c4e18dd6
fa2655137abbbd5c,27e3c518
ff5f6611f0e794f8,f3845767
07eca79b05b9fa1b,7e091613
fa60eea0c144e605,f3845767
8ab4ff33c6263d8a,98572c79
81bf399a8b1aa260,f3845767
53b5090616954458,7e091613
44f237e608ef0af6,e16ceb4b
caf1c6bc3bd9e8e7,f3845767
a939fb96aad45b01,c4e18dd6
3fb6ef4481b42528,f3845767
b126619dd25693ce,f3845767
b842bad3,c4e18dd6
eadfebaed5db24c3,f3845767
376582d01f0bc64f,c4e18dd6
931dce675db079b5,f3845767
f52bd6ddef726eae,98572c79
72e483c1,16a36ef3
1a69a7d5,c4e18dd6
2fa5489f,c4e18dd6
4605fa9f8a4875bd,d7e2f29b
bcf1f1c784ebbcd4,16a36ef3
66f1eb20,c4e18dd6
bca8f26d4ea23a13,98572c79
b79e1ecea0f5f879,f3845767
80f5f12c5096d134,f3845767
5547bbde3bd9e8e7,f3845767
6dcc9a4ad787e91b,f3845767
b9ef69e07abbbd5c,91dd76e0
44c4d2f31f0bc64f,f3845767
f80d740f1aa0e912,f3845767
91251369da1a6e85,08ba7db9
26e27b539cf104a8,7e091613
618f6fc0,c4e18dd6
1cf297164962150e,f3845767
dbe4055ad787e91b,98572c79
2755556b,948ff336
ebcdaa2836d749e5,98572c79
b6976df0,db11867b
75bb1b586332421a,f3845767
08502ed6900981af,1a02dd86
09b19f164c8aeb60,98572c79
861a16191f0bc64f,98572c79
ab606ca5,c4e18dd6
c1840f7099e427c9,c4e18dd6
79a261b0,c4e18dd6
3d091e1f84ebbcd4,98572c79
52aa69718a4875bd,f3845767
cbf01c88f39b265e,f3845767
0ace04fa4ea23a13,f3845767
ddd2926e158e4944,f3845767
4d8782efc6263d8a,98572c79
e7857f5199e427c9,c4e18dd6
1ab9050b3e72ab6c,c4e18dd6
2fb0bb8e,75d1e06c
cbd60b9dd787e91b,f3845767
866df177be74e6fe,6b560cc1
6b6aa7f38a4875bd,f3845767
967b2902d787e91b,c7ca3108
49d76b21,c4e18dd6
e89da4b25db079b5,b9c4ab81
d9b03d0107d76b42,c4e18dd6
c65d9550d787e91b,f3845767
e442a0758a4875bd,f3845767
ceffea69a5bce124,f3845767
c384ac6c7dc3b26e,98572c79
693bff3ecd5b1559,f3845767
a27355ba84ebbcd4,98572c79
488a9a3ea0f5f879,f3845767
514cb2e9,c4e18dd6
158bff8bfa202956,7e091613
17615d611560ce17,7687a86e
ff1c4f791f0bc64f,f3845767
c5acfef4e9b8d8d7,6b560cc1
c387a2304ea23a13,f3845767
2b203f090eb711ec,f3845767
0b690867f016b9df,7e091613
fec9a8a70eb711ec,f3845767
2a153d933bd9e8e7,f3845767
047eb6aae26d06c8,c7ca3108
d3b3f020ecb851b2,f3845767
76c67f4fc6263d8a,98572c79
5560965a900981af,11378a51
bab47b5b711ee120,f3845767
412753458a4875bd,98572c79
18596457e1f82eea,98572c79
b67d7272,6bdbd889
b1efc003684581ce,f3845767
11380895aad45b01,c4e18dd6
4492b77e180a896e,7e091613
936e92fb,c4e18dd6
af822f6dc6263d8a,f3845767
ff233ed681b42528,f3845767
a776d5c6711ee120,f3845767
abcd0e578fb776fd,17d996e6
f55f789b36d749e5,f3845767
a8536f3abe87996b,f3845767
35e314d61b4a6f26,28f93029
d6e24ded3f3d3fa8,08ba7db9
7561c240836d2439,e16ceb4b
f3dacfceaad45b01,c4e18dd6
8fbb91083223bcfe,c7ca3108
8f1a0daad25693ce,f3845767
cd1af4b24ea23a13,98572c79
a4497761,c4e18dd6
6724f33e4962150e,7d05db75
dd6b15cf,2a48d61f
0d97e0e94ea23a13,f3845767
eb378fd65096d134,08ba7db9
81a9de123223bcfe,c7ca3108
6b1e309e78259b0a,e16ceb4b
6596951ca0f5f879,61eb5bc4
c8298cd84ea23a13,e16ceb4b
e081c1eac794d6c9,bb1ef334
474c3fd5d787e91b,f3845767
bc26101186030d43,17d996e6
400f69cd,c4e18dd6
884a3c8376dc4769,bb1ef334
842179ced787e91b,c7ca3108
4c4a3b724ea23a13,f3845767
6541c12876dc4769,e9b6e1da
75bb1b586332421a,f3845767
69fa08fcd056b4bf,c4e18dd6
0467b2f8f87e93a5,f3845767
6e5d16bec6263d8a,f3845767
a1bcce89779d90c2,f3845767
12e9e3c404f5b394,f3845767
3803d5b9242aa003,08ba7db9
3ed57686,c4e18dd6
59ac940db6443086,f3845767
7291a776a5a2318d,7687a86e
aa4e9915,c4e18dd6
4b2128ef900981af,9d3b56b1
e197045e31f63ca2,98572c79
231a062384ebbcd4,7687a86e
a60a23c918d8fb90,f3845767
64c7a363f39b265e,f3845767
7554fe6824f6b932,7687a86e
9175ed23ef726eae,98572c79
1d163c5b3bd9e8e7,f3845767
a9f3ab2c44801bc1,f3845767
07875ea4d787e91b,f3845767
b0070d9a7abbbd5c,c4e18dd6
64d5f8f26569eeb3,f3845767
1dfd418746d98882,17d996e6
bcc9bcf5be87996b,f3845767
2799e7e90eb711ec,98572c79
00692d858a4875bd,ace5b8fd
f8b78bc88a4875bd,f3845767
7d4540eb1ccc7835,f3845767
722ffddfecb851b2,f3845767
4fdab92d1f0bc64f,f3845767
74cd19ba1f0bc64f,7687a86e
e05297ae8a4875bd,f3845767
1496239b1f0bc64f,f3845767
0c63605a84ebbcd4,98572c79
47fe8c90,c4e18dd6
1d695eda23885c9e,f3845767
6b9769f27fdd04d2,f3845767
b37a3ee5dc5e4add,c4e18dd6
ce8180a184ebbcd4,98572c79
c165324ed787e91b,c7ca3108
52811797275fc61c,e16ceb4b
692cccf1542422a7,c4e18dd6
e60e054da9fb0439,c4e18dd6
e88a37f9be6db1d7,7886bac4
9f8ac1fc0ff80b9d,f3845767
16abcf50293291c1,f3845767
068bd8733bd9e8e7,f3845767
3869c9e68a4875bd,98572c79
5e382ba5,c4e18dd6
e5d2743d,c4e18dd6
8581e29e1ccc7835,98572c79
8cd09544,c4e18dd6
d7a6829d0bc44f2a,0dde25ec
8fbb91083223bcfe,c7ca3108
4f69df571f0bc64f,f3845767
c575fd2bad0177e7,b9c4ab81
dea829069c7b6730,f3845767
88f84b1f8a4875bd,7e091613
b6acd65c836d2439,7687a86e
45a7e14b8a4875bd,f3845767
9a23a4eb779d90c2,f3845767
fd2f1bd5277e7b8c,7687a86e
6b9769f22203a096,f3845767
1bb377705b29a934,e16ceb4b
f9e28b0b0eb711ec,98572c79
3c1f3af9d787e91b,f3845767
72ad45a56332421a,7687a86e
1914410d5096d134,fed83882
bd2f61f91f0bc64f,f3845767
d3c1cab5f39b265e,f3845767
f91088de56e6ab1d,7687a86e
680209c584ebbcd4,7687a86e
a103d9b98a4875bd,16a36ef3
6b40df6c36d749e5,f3845767
76d195832203a096,f3845767
8364fd65,c4e18dd6
30c13ad23bd9e8e7,7687a86e
3dd2b996d787e91b,f3845767
6b3a5479900981af,88f7ef6e
02be33e7b5c659e9,c4e18dd6
159db7967a044878,7e091613
49f328f0711ee120,f3845767
364b50114ea23a13,7687a86e
f077459c779d90c2,f3845767
cfa3fbc676dc4769,f3845767
913f466bbe74e6fe,c4e18dd6
0762880f4ceb2e0b,f3845767
c3b91cd0158e4944,27e3c518
784946f06332421a,f3845767
19b4af685db079b5,98572c79
2e93a860375c3d47,f3845767
88f49a281f0bc64f,f3845767
a249af4f3bd9e8e7,f3845767
eab31f2f36d749e5,f3845767
845e90417abbbd5c,c7ca3108
f03343f9f39b265e,f3845767
e94347fd,c4e18dd6
370b2a501f0bc64f,17d996e6
9de28234c6dbe5ee,7d05db75
1101b1e78b1aa260,98572c79
62b76cf9,c4e18dd6
3d7a9a950fadd2fe,7687a86e
a8536f3aecb851b2,f3845767
1befd9c77abbbd5c,f3845767
1b0ebd6aab5132f6,c4e18dd6
f09842712203a096,f3845767
e8110bf74ea23a13,7e091613
ae42194b900981af,427daef9
57cd4006d787e91b,f3845767
2322d65c4ea23a13,28f93029
d8ea59be76dc4769,f3845767
2702549da5a2318d,98572c79
b65b3535cdfde03b,f3845767
fc22b81605e70df4,98572c79
544f00c4275fc61c,7687a86e
04df38fb553f099b,75f9ddc3
ff1c4f79eb9d69e8,98572c79
5b26d334553f099b,f3845767
e6e2dd09ecb851b2,f3845767
34ddb23fd056b4bf,c4e18dd6
693bff3e1f0bc64f,f3845767
cc2d808b1f0bc64f,f3845767
57ec14d8900981af,28b9656a
0489ce3f88fe1d5d,98572c79
e57dfdc58a4875bd,6b560cc1
5419d2db8ce34352,7e091613
bd71a7b3cdf6ea96,f3845767
bcd7c56905e70df4,7687a86e
95cf15691aa0e912,f3845767
debc095482f41bba,f3845767
4aee4c392203a096,7687a86e
9c0322cbd787e91b,c4e18dd6
07875ea418d8fb90,98572c79
98545597c6263d8a,6225315b
8a014cbb56f23684,98572c79
4f30326e4ceb2e0b,98572c79
b1a5552444801bc1,f3845767
567b3c9d900981af,f436b08f
2f8dc8947fdd04d2,f3845767
488a9a3e711ee120,f3845767
cfbb483336d749e5,7687a86e
3cde01281f0bc64f,f3845767
3d1c020c277e7b8c,7687a86e
430eb3aa33c9c797,c7ca3108
52cefa26fbec56bc,98572c79
318141698a4875bd,17d996e6
27d4acd1be6db1d7,7e091613
146dabce8a4875bd,f3845767
431b317478d9bd10,f3845767
97a0afea8571106b,7687a86e
9de25f8d4ea23a13,f3845767
34fb439ce9b8d8d7,6b59f079
4c22d1d26332421a,f3845767
ed99b55b8a4875bd,98572c79
5b905b16d6361d58,f3845767
e46904e1553f099b,f3845767
89da1df3d17a0181,f3845767
9d4d0f4401afd1bc,7e091613
3398abca6332421a,f3845767
c7d65b5cfbc27727,510bd839
083356184ea23a13,f3845767
1fc79e1c4fa8d553,6b560cc1
e84d4960,c4e18dd6
4bdc4d9f7c997db0,f3845767
05b4dec7711ee120,f3845767
fe1dc06446d98882,16a36ef3
c165324ed787e91b,c7ca3108
49e98f37,c4e18dd6
a6df415dd787e91b,98572c79
21d75431ecb851b2,98572c79
93e4df351f0bc64f,c4e18dd6
a207e8c07e0ddeb0,e16ceb4b
b760d8d57036b627,e16ceb4b
616b607f779d90c2,f3845767
08502ed6900981af,eac4567d
1db53d5836d749e5,7687a86e
678c40dc8a4875bd,98572c79
6c3a3ac68a4875bd,f3845767
108d90771b01c4ed,17d996e6
8280a1f54f3e064a,7687a86e
048102a68a4875bd,f3845767
6b40df6c36d749e5,27e3c518
73ebd12ca5bce124,c4e18dd6
e8fc2f9f900981af,2135cad1
4c2cfff6275fc61c,0a4015b2
7533e440a0f5f879,7e091613
6c93bdf394a6ac23,f3845767
4ddd2e912203a096,7687a86e
7f8445a136d749e5,f3845767
b0ae0c3c5096d134,f3845767
5f4e2edad787e91b,f3845767
027955f66e1e2240,c4342784
209a583404f5b394,f3845767
e1cb853876dc4769,c4e18dd6
ff1c4f795096d134,f3845767
8f4997d64ea23a13,c7ca3108
ec71f8521df52df3,98572c79
3332d30096b83ebe,c7ca3108
82fa66689b5ce758,c4e18dd6
65893c278a4875bd,f3845767
82310cab0eb711ec,f3845767
e960322c28dba53a,7687a86e
ed855c75a0f5f879,f3845767
a1dc9430d4897fef,0dde25ec
b8c603ca,08facbad
02106b938a4875bd,f3845767
98d2611bd787e91b,c7ca3108
53359d201f0bc64f,449497bc
75bb1b582203a096,98572c79
bb8d69b1,c4e18dd6
1f00ef0e6332421a,98572c79
b551e0e28ce34352,f3845767
dcb4209e3fecb32a,7e091613
6b75864878d9bd10,7687a86e
fd631ea3,c4e18dd6
1330ae7dd1f97bd7,c4342784
3f6a364a76dc4769,f3845767
c9ea992b76dc4769,f3845767
616a624fd787e91b,f3845767
f1de2479d787e91b,c7ca3108
88a92bb5258766e2,7687a86e
9946891c8a4644c9,e16ceb4b
ed54a7476f1a5911,f3845767
590bf631165ea2c0,b9c4ab81
3332d30096b83ebe,c7ca3108
564c7cfa1f0bc64f,6c0ec9b4
f437e3cb0eb711ec,f3845767
addcb3367abbbd5c,c4e18dd6
43d94c108ce34352,f3845767
39675463711ee120,f3845767
40df5f5968b900d9,7e091613
3aca26d0f4fffcd0,c4e18dd6
b6af52740dedddc5,c4e18dd6
d55ad5da84ebbcd4,28f93029
431b31741f0bc64f,f3845767
192c6fc5,c4e18dd6
18d32715711ee120,7687a86e
b88d8f20f39b265e,9b421927
d77fce7284ebbcd4,71ed77a0
1a033da2be87996b,f3845767
2a153d933bd9e8e7,f3845767
bb2a9e984ceb2e0b,f3845767
47f4a7d2,c4e18dd6
1cd2f3d98a4875bd,08ba7db9
e4d5936736d749e5,98572c79
a52588a407847828,7687a86e
402135a7711ee120,f3845767
0824f3104ea23a13,5b626596
c6563308158e4944,98572c79
8ae7962e4557228f,7687a86e
c2f1f16bc144e605,98572c79
5eaae485,c4e18dd6
6b9769f2711ee120,f3845767
bd50a1ac2203a096,f3845767
6a86ab3484ebbcd4,7804dea6
02d8a43a99e427c9,c4e18dd6
ec314e4ee9b8d8d7,7e091613
d2f70df41aa0e912,f3845767
8b7b0c7e1aa0e912,f3845767
8415cb5a6c15a39b,7e091613
d5576dfdd9a2d3a9,d7e2f29b
62c5c5b0,c4e18dd6
9d4f8b668a4875bd,98572c79
ddd2926e04f5b394,f3845767
70c8dfa77abbbd5c,f3845767
05d9776a84ebbcd4,7687a86e
a74c9e34b042b0a7,b9c4ab81
3c28d51f1f0bc64f,7687a86e
6dec2796aad45b01,c4e18dd6
4a7e07244f4b5ad5,17d996e6
db749b61ecb851b2,f3845767
83f37d43f07e20f8,f3845767
8a3a5ca48d241381,7e091613
8c79c6dcd787e91b,f3845767
3ecb4335c6263d8a,f3845767
1080d7e1,c4e18dd6
b6112d128a4875bd,98572c79
02e738c278d9bd10,17d996e6
7357d5f11f0bc64f,f3845767
6aa729b584ebbcd4,7687a86e
18c3ec61d787e91b,f3845767
af302e685db079b5,f3845767
fbd85fdead0177e7,98572c79
934b55aa5096d134,f3845767
0489ce3fa8d2c4cf,f3845767
d72171d8be87996b,f3845767
46c59a93d6184cd8,bc63ea42
bca8f26d2203a096,f3845767
be49ad4236a30aeb,7687a86e
a6f86dd9945dd5c4,7e091613
3ff485f0ecb851b2,f3845767
0489ce3fa0f5f879,f3845767
488974fa553f099b,f3845767
5551012a9b5ce758,c4e18dd6
8a014cbba0f5f879,f3845767
41e346a076dc4769,4427d823
1483d8fe36d749e5,f3845767
497328e3e9b8d8d7,7e091613
257a81635096d134,f3845767
1d60212976dc4769,f3845767
4c22d1d26332421a,f3845767
1496239b1f0bc64f,f3845767
ac77b71aa0f5f879,f3845767
e0d8a6131f0bc64f,c4e18dd6
1c18d0e6ecb851b2,f3845767
17fedd7aa5bce124,f3845767
ddd2926e2203a096,98572c79
f95196861b4a6f26,7687a86e
c5ddd81c36c6b1de,f3845767
caa526dd4ea23a13,f3845767
d313f58a,c4e18dd6
52aca37a05e70df4,98572c79
c9bb2d891d5bfd2d,c4e18dd6
2e8a59c8,c4e18dd6
6cdc4790d4527c28,98572c79
82aeee30b4b19c97,c4e18dd6
316dfbb55db079b5,7e091613
c01c0c9484ebbcd4,7687a86e
946d8bb4f87e93a5,f3845767
aff2b57584ebbcd4,c4e18dd6
aea21d2432fa85fb,e16ceb4b
37b3c1913bd9e8e7,f3845767
df965bc9f07e20f8,f3845767
6d95901cd787e91b,98572c79
b09da1c4,c4e18dd6
6c63b9aa1f0bc64f,f3845767
40d054d0a5bce124,f3845767
48660a786332421a,f3845767
7d4c39d5c5cc73c1,98572c79
5950d1f15901521d,16a36ef3
c31911d6,c4e18dd6
e60826476332421a,f3845767
c357dbff,c4e18dd6
e9c42c920a10024e,7687a86e
38ab1a7713555279,2471bfbc
9bba19aa2203a096,f3845767
a7858082ad0177e7,98572c79
869e9ee08ce34352,f3845767
8fbb91083223bcfe,c7ca3108
14a1d8226e1e2240,7e091613
4a446347a0f5f879,f3845767
5163d36476dc4769,f3845767
9b1fe27843a30462,f3845767
3d52ba5f,6bdbd889
72624581,c4e18dd6
474c3fd51aa0e912,f3845767
7d160dc63bd9e8e7,f3845767
b9e0fe09be6db1d7,bb1ef334
08e41f4484ebbcd4,7687a86e
444ed5443bd9e8e7,f3845767
aea879448a4875bd,f3845767
f5c445266332421a,f3845767
c6500acdd787e91b,7687a86e
8a014cbbecb851b2,98572c79
68a150574ea23a13,f3845767
791e07fa,c4e18dd6
7301257068b6db2c,6b560cc1
489e0a23fa340a73,16a36ef3
aeb4702636d749e5,f3845767
ceffea698d19d3d4,f3845767
ae7a397a8e6670d2,c4e18dd6
c059d275,c4e18dd6
8a3946e94c8aeb60,f3845767
26cfdac3d2680141,c4e18dd6
17aca5f3505731e4,58a89a43
3108a6a60a10024e,f3845767
c754946704258293,3f2f3819
c2a8073576dc4769,968765cd
16d961fd84ebbcd4,7687a86e
0a619de41ccc7835,7e091613
b4a376dbecb851b2,98572c79
6a08548bf87e93a5,f3845767
622cb1325096d134,f3845767
431b3174d787e91b,f3845767
b997db28be87996b,f3845767
30a8ac65,c4e18dd6
64df676e9e3836ff,7e091613
c76ba12c1df52df3,f3845767
1cc9c5784ea23a13,f3845767
52760bc9779d90c2,f3845767
2aac6f2e1f0bc64f,f3845767
6e2d3dd0d25693ce,98572c79
d37c586cc34157bf,c4e18dd6
11a5adbf,c4e18dd6
1c33168dc6263d8a,98572c79
9b1fe27836a30aeb,98572c79
fde01da8d787e91b,f3845767
04f20b7744c701de,e16ceb4b
2acd7a51cdfde03b,c7ca3108
693bff3ea4528ded,98572c79
6cdc3f0436d749e5,f3845767
9449d0b4fa61e8fe,cd37b321
c66f6e61b50d2bf4,6b560cc1
6e79f9cf36c6b1de,f3845767
c73976ff744ae245,cd37b321
f61ee1353bd9e8e7,f3845767
38dbbb64,c4e18dd6
3d0089ebd787e91b,ce307e01
25b5c17ac94e93c4,e16ceb4b
7e65d304be74e6fe,98572c79
8a623b814ea23a13,c4e18dd6
73f2aebb,c4e18dd6
c3a7733b1f0bc64f,f3845767
6eb2b292711ee120,7687a86e
d490894bc6263d8a,f3845767
01dd62b91f0bc64f,c4e18dd6
12c068abef337993,7687a86e
18a375fc239543e1,510bd839
640be23a,c4e18dd6
3b63bdeb1aa0e912,f3845767
41b4542e1f0bc64f,7687a86e
b2a45afaac731870,f3845767
6b9769f2edead9f4,f3845767
6b9769f28a4875bd,f3845767
ea03c57c,c4e18dd6
16688cb51aa0e912,f3845767
84459f9981b42528,f3845767
02698a344ea23a13,f3845767
4988cc871efdbca1,c4e18dd6
b5cdfb6076dc4769,17d996e6
cf25a9c3f3776ac6,6b560cc1
e5ac5cc9ff065cf0,7687a86e
85dcb6bc04f5b394,98572c79
ad8afe1544801bc1,98572c79
592dcc7cd787e91b,c7ca3108
693bff3ed25693ce,98572c79
9d8b2e8c48fdda0b,75f9ddc3
0e5c0b81aaffed8f,f3845767
2e089756ecb851b2,f3845767
115ae296ad0177e7,7687a86e
110addfebe6db1d7,17d996e6
e6442d668a4875bd,f3845767
828d61b5d53a80f1,7d05db75
992556c6cbb77256,f3845767
f3ebb425a0f5f879,f3845767
431b3174f39b265e,27e3c518
8a014cbb41971090,98572c79
03f1738576dc4769,2296b5b3
d77fce7284ebbcd4,71ed77a0
7203ae2f9c7b6730,f3845767
8e076111,c4e18dd6
cdf180a7d5db24c3,f3845767
5cf751b38571106b,98572c79
a4eb97bdd787e91b,f3845767
8d61d7eb,c4e18dd6
2c9aeb9e76e25748,c7ca3108
b271bd3c987b276c,98572c79
7382ecd5be6db1d7,c4e18dd6
80c5b1778a4875bd,67cf42d6
aa8c000ba5bce124,f3845767
3c4692c8c6263d8a,f3845767
0090197b3bd9e8e7,f3845767
c971f37c84ebbcd4,7687a86e
488a9a3e24399af1,98572c79
f6037544a0f5f879,f3845767
544445de1f0bc64f,0dde25ec
ee3d1353,82ef09a5
6014934eecb851b2,7687a86e
c49bebd4a0f5f879,f3845767
8e1ff8044a4cfe9e,c7ca3108
a04bb6270989142d,f3845767
d0fceee4b383484e,b9c4ab81
3d6a26fa3bd9e8e7,f3845767
aea879443c55fad5,f3845767
5ab7caf2d1b0c050,c4e18dd6
693bff3ed25693ce,f3845767
f4dbe1f8be87996b,f3845767
c8f4277e1f0bc64f,f3845767
8a5b9d2ba0f5f879,f3845767
80e3fdee0fadd2fe,98572c79
3866c65b779d90c2,f3845767
0d2ddaa1779d90c2,7d05db75
e8fc2f9f900981af,28b9656a
62ad29ab6569eeb3,f3845767
0afec4b9,c4e18dd6
59ac940dd25693ce,f3845767
95b2935e5db079b5,f3845767
3ff485f0be87996b,f3845767
96d5669e76dc4769,bb1ef334
57cd40063bd9e8e7,f3845767
471eba1f5096d134,f3845767
9fc7545b8a4875bd,98572c79
e45d49074ea23a13,f3845767
78fb6565c6263d8a,f3845767
911a204b321f8b9d,c4e18dd6
8bc482d55db079b5,f3845767
cb03657101d61ca2,7e091613
6fc1ef9c24399af1,7687a86e
37b3fd2c3bd9e8e7,f3845767
cef1a543d787e91b,f3845767
153c969f48fdda0b,5b626596
17b35fad44801bc1,f3845767
d93b581381b42528,f3845767
09443b9becb851b2,f3845767
b4d5242e,c4e18dd6
a8536f3a7294839b,98572c79
84b737211f0bc64f,f3845767
067adb234ea23a13,f3845767
145058ab,a333e395
d9012b595db079b5,f3845767
95b2935eac9ad752,f3845767
89c7f1cc33c9c797,7804dea6
be7eff06f07e20f8,f3845767
68d970a2a0f5f879,f3845767
1cf29716a0f5f879,f3845767
8692143ae9b8d8d7,f3845767
29d94f9386030d43,0dde25ec
cd87691f36d749e5,98572c79
32da6ce182a79fff,7e091613
1518ee9eaad45b01,7e091613
55ef2feb,c4e18dd6
0ae1a1e5451af639,968765cd
4c8539f4fa952a77,7e091613
0b667d183bd9e8e7,f3845767
8c3b28d5,c4e18dd6
bba4f3ae7dc3b26e,7687a86e
650931ab76759795,e16ceb4b
c12b75dec144e605,f3845767
2f7da0f66ce25010,c7ca3108
2e81d6986332421a,98572c79
83da71a2,3dc49513
75bb1b583bd9e8e7,98572c79
6b9769f27294839b,27e3c518
c31aabb08a4875bd,27e3c518
533a3a068a4875bd,f3845767
75bb1b588a4875bd,f3845767
01e40f6f1aa0e912,98572c79
944f704d04f5b394,f3845767
661326afc6263d8a,f3845767
991ee7fc36d749e5,7687a86e
bcb08a46d787e91b,f3845767
462097f7c330b79c,7d05db75
ee2988d916954458,27e3c518
9b1fe278711ee120,f3845767
d2c78c0c96a7c171,54d920aa
83b564b08a4875bd,98572c79
c61a9367711ee120,f3845767
0163631eaaffed8f,f3845767
b18ae550ef726eae,f3845767
2702549da5a2318d,98572c79
ed089c3d2882146f,c4e18dd6
f3f1af0056f23684,c4e18dd6
ceffea693bd9e8e7,f3845767
fc10b426fcfcc0f9,ad3c3002
4bc1231081b42528,f3845767
8a014cbb6332421a,98572c79
45dad290158e4944,f3845767
d9b5a85aa94d1405,ac5abf20
c0eecf7dc9e27f06,7e091613
3691c9e7d787e91b,5dddf09e
ae7c0b77900981af,45368af7
0fa3a241d7fe30a4,964a3bd1
a94fb3ed5096d134,27e3c518
71bf5fd9444da729,e16ceb4b
b603d0691ccc7835,9b851bd8
54fb4fb6e24c8b65,f3845767
6ae83057ad0177e7,98572c79
a5722ea64ea23a13,58a89a43
e5a56b299c7b6730,f3845767
50ce5dbb9b5ce758,c4e18dd6
90db9738ff065cf0,98572c79
e5dad6d61f0bc64f,7687a86e
e35b6bbda0f5f879,17d996e6
a990c3c7c6263d8a,f3845767
ea74f5265ec45883,16a36ef3
af0fca3c,c4e18dd6
